Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Sub_Category,Ship_Mode,Postal_Code,Product_Name
850,CA-2014-107755,07-02-2014,12-02-2014,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0,49.6048,Accessories,Standard Class,7036,Maxell Dvd-Ram Discs
856,CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0,18.7812,Paper,Standard Class,10035,Xerox 1884
857,CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0,26.598,Supplies,Standard Class,10035,Acme Box Cutter Scissors
858,CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2,0,5.7672,Storage,Standard Class,10035,Staple Magnet
863,CA-2016-134474,05-01-2016,07-01-2016,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,LogitechÂ MX Performance Wireless Mouse,191.472,6,0.2,40.6878,Accessories,Second Class,32216,LogitechÂ Mx Performance Wireless Mouse
864,CA-2016-134474,05-01-2016,07-01-2016,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904,Art,Second Class,32216,Newell 337
865,CA-2016-134474,05-01-2016,07-01-2016,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",59.184,2,0.2,5.1786,Phones,Second Class,32216,"Logitech B530 UsbÂ HeadsetÂ -Â HeadsetÂ - Full Size, Binaural"
869,CA-2014-136742,06-04-2014,10-04-2014,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.928,Binders,Standard Class,17602,Large Capacity Hanging Post Binders
870,CA-2016-158099,03-09-2016,05-09-2016,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98,Binders,First Class,19143,Gbc Ibimaster 500 Manual Proclick Binding System
871,CA-2016-158099,03-09-2016,05-09-2016,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.782,3,0.4,-46.797,Phones,First Class,19143,Cisco Spa301
895,CA-2016-105494,10-11-2016,12-11-2016,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0,42.0714,Storage,First Class,94122,File Shuttle I And Handi-File
896,CA-2016-105494,10-11-2016,12-11-2016,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028,Binders,First Class,94122,Binding Machine Supplies
897,CA-2016-140634,03-10-2016,06-10-2016,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648,2,0.2,5.0856,Envelopes,Second Class,77095,Staple Envelope
900,US-2016-114622,10-04-2016,12-04-2016,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,0.7,-6.5296,Binders,First Class,45503,Wilson Jones Hanging Recycled Pressboard Data Binders
904,CA-2016-130477,08-04-2016,12-04-2016,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,3,0,9.6192,Paper,Standard Class,90032,Xerox 1923
905,CA-2016-130477,08-04-2016,12-04-2016,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984,Storage,Standard Class,90032,Fellowes Neat Ideas Storage Cubes
906,CA-2016-130477,08-04-2016,12-04-2016,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,2,0,6.2208,Paper,Standard Class,90032,Xerox 1931
910,CA-2017-137596,02-09-2017,07-09-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0,323.946,Phones,Standard Class,49201,Polycom Cx600 Ip Phone Voip Phone
911,CA-2017-137596,02-09-2017,07-09-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,MaxellÂ iVDR EX 500GB Cartridge,1928.78,7,0,829.3754,Accessories,Standard Class,49201,MaxellÂ Ivdr Ex 500Gb Cartridge
912,CA-2017-137596,02-09-2017,07-09-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0,81.0474,Storage,Standard Class,49201,Fellowes High-Stak Drawer Files
919,CA-2016-165218,05-03-2016,11-03-2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063,Envelopes,Standard Class,75220,Cameo Buff Policy Envelopes
920,CA-2016-165218,05-03-2016,11-03-2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812,Storage,Standard Class,75220,Acco Perma 4000 Stacking Storage Drawers
921,CA-2014-138296,05-12-2014,12-12-2014,Standard Class,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768,Storage,Standard Class,22304,Recycled Eldon Regeneration Jumbo File
928,CA-2015-115091,05-10-2015,09-10-2015,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,46.2,4,0,12.936,Art,Standard Class,22153,Newell 324
929,CA-2015-115091,05-10-2015,09-10-2015,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.84,2,0,9.5172,Appliances,Standard Class,22153,Holmes Odor Grabber
933,CA-2017-114216,02-09-2017,06-09-2017,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148,Paper,Standard Class,19140,"Rsvp Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"
938,US-2017-111745,05-11-2017,06-11-2017,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,159.99,1,0,54.3966,Accessories,First Class,87401,Netgear Ac1750 Dual Band GigabitÂ Smart Wifi Router
953,CA-2017-131156,03-04-2017,07-04-2017,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.472,4,0.2,7.6416,Furnishings,Standard Class,19143,Staple-Based Wall Hangings
963,CA-2016-120859,01-09-2016,04-09-2016,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,0,10.94,Envelopes,First Class,94110,"White Business Envelopes With Contemporary Seam, Recycled White Business Envelopes"
965,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2,0,4.8118,Labels,First Class,10011,Color-Coded Legal Exhibit Labels
966,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,0,9.7119,Art,First Class,10011,Bulldog Vacuum Base Pencil Sharpener
967,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,12.96,2,0,6.2208,Paper,First Class,10011,Xerox 212
968,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,0,91.968,Paper,First Class,10011,Computer Printout Paper With Letter-Trim Fine Perforations
969,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0,4.2336,Labels,First Class,10011,Avery File Folder Labels
970,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0,0,Storage,First Class,10011,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
975,US-2017-103247,05-10-2017,08-10-2017,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7,0,3.2186,Phones,Second Class,10011,Motorola Hk250 Universal Bluetooth Headset
976,US-2017-103247,05-10-2017,08-10-2017,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,Binders,Second Class,10011,Tuf-Vin Binders
978,CA-2017-159366,07-01-2017,10-01-2017,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,Machines,First Class,48205,Lexmark Mx611Dhe Monochrome Laser Printer
980,CA-2015-157035,09-12-2015,12-12-2015,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3,0,16.6698,Paper,First Class,47201,Xerox 188
981,CA-2016-144939,03-10-2016,08-10-2016,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232,Chairs,Standard Class,10035,Office Star - Contemporary Task Swivel Chair
988,CA-2015-146829,10-03-2015,10-03-2015,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,0.8,-1.8904,Binders,Same Day,77041,Acco Suede Grain Vinyl Round Ring Binder
992,CA-2016-110023,09-09-2016,11-09-2016,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484,Binders,First Class,10024,Cardinal Easyopen D-Ring Binders
1007,CA-2015-105312,06-11-2015,09-11-2015,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,Envelopes,First Class,85254,"Redi-Strip #10 Envelopes, 4 1/8 X 9 1/2"
1008,CA-2015-105312,06-11-2015,09-11-2015,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,3,0.7,-3.5208,Binders,First Class,85254,Unikeep View Case Binders
1010,CA-2017-135034,01-08-2017,03-08-2017,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999,Phones,First Class,60653,Jbl Micro Wireless Portable Bluetooth Speaker
1017,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0,6.7008,Furnishings,Standard Class,10011,G.E. Halogen Desk Lamp Bulbs
1018,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0,63.8862,Furnishings,Standard Class,10011,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
1019,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0,2.499,Phones,Standard Class,10011,Otterbox Commuter Series Case - Samsung Galaxy S4
1020,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,0,156.429,Storage,Standard Class,10011,Iceberg Mobile Mega Data/Printer Cart
1042,CA-2016-102981,06-09-2016,09-09-2016,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151,Accessories,Second Class,10035,Maxell 4.7Gb Dvd+Rw 3/Pack
1043,CA-2016-102981,06-09-2016,09-09-2016,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294,Bookcases,Second Class,10035,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
1044,CA-2017-115651,09-07-2017,12-07-2017,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.9835,Art,First Class,60610,"Quartet Alpha White Chalk, 12/Pack"
1045,CA-2017-115651,09-07-2017,12-07-2017,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,9,0.8,-146.16,Appliances,First Class,60610,Belkin F9S820V06 8 Outlet Surge
1051,US-2015-153500,03-07-2015,05-07-2015,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812,Furnishings,First Class,19134,Eldon Antistatic Chair Mats For Low To Medium Pile Carpets
1052,US-2015-153500,03-07-2015,05-07-2015,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.436,Paper,First Class,19134,"Important Message Pads, 50 4-1/4 X 5-1/2 Forms Per Pad"
1053,US-2015-153500,03-07-2015,05-07-2015,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,9,0.2,56.5776,Furnishings,First Class,19134,"Howard Miller 12"" Round Wall Clock"
1054,CA-2015-110667,04-04-2015,08-04-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0,4.3524,Art,Standard Class,10009,Dixon Ticonderoga Erasable Checking Pencils
1055,CA-2015-110667,04-04-2015,08-04-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0,22.764,Furnishings,Standard Class,10009,Eldon Advantage Foldable Chair Mats For Low Pile Carpets
1056,CA-2015-110667,04-04-2015,08-04-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911,Binders,Standard Class,10009,Gbc Prestige Therm-A-Bind Covers
1057,CA-2015-110667,04-04-2015,08-04-2015,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944,Binders,Standard Class,10009,Avery Round Ring Poly Binders
1068,CA-2016-157686,01-10-2016,02-10-2016,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,Chairs,First Class,94122,"Global Value Mid-Back Manager'S Chair, Gray"
1083,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208,Tables,Standard Class,10701,Chromcraft Round Conference Tables
1084,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0,12.1348,Paper,Standard Class,10701,Easy-Staple Paper
1085,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0,105.2468,Storage,Standard Class,10701,Adjustable Depth Letter/Legal Cart
1086,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0,2400.9657,Machines,Standard Class,10701,Ativa V4110Mdd Micro-Cut Shredder
1087,CA-2016-167584,12-08-2016,12-08-2016,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0,3.1104,Paper,Same Day,50315,Xerox 224
1090,CA-2017-158407,04-06-2017,10-06-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,Furnishings,Standard Class,28110,Telescoping Adjustable Floor Lamp
1091,CA-2017-158407,04-06-2017,10-06-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2,0.2,25.1944,Phones,Standard Class,28110,Innergie Mmini Combo Duo Usb Travel Charging Kit
1118,CA-2015-142755,04-09-2015,08-09-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5,0,137.151,Paper,Standard Class,30076,Xerox 1908
1119,CA-2015-142755,04-09-2015,08-09-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.591,Accessories,Standard Class,30076,Logitech G19 Programmable Gaming Keyboard
1120,CA-2015-142755,04-09-2015,08-09-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0,2.0492,Paper,Standard Class,30076,"Ampad Evidence Wirebond Steno Books, 6"" X 9"""
1121,CA-2015-142755,04-09-2015,08-09-2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.4872,Envelopes,Standard Class,30076,Security-Tint Envelopes
1128,CA-2015-105970,02-03-2015,07-03-2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1,0,2.6416,Art,Standard Class,47374,50 Colored Long Pencils
1129,CA-2015-105970,02-03-2015,07-03-2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0,50.94,Envelopes,Standard Class,47374,Brown Kraft Recycled Envelopes
1133,US-2016-114776,06-12-2016,07-12-2016,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3,0,9.3312,Paper,First Class,94509,Xerox 216
1134,US-2016-134908,05-06-2016,09-06-2016,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364,Storage,Standard Class,19134,"Eldon Base For Stackable Storage Shelf, Platinum"
1135,US-2016-134908,05-06-2016,09-06-2016,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3,0.2,2.646,Labels,Standard Class,19134,Avery 502
1136,US-2016-148803,11-12-2016,11-12-2016,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571,Storage,Same Day,33030,Steel Personal Filing/Posting Tote
1147,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,Appliances,Same Day,48911,Hoover Shoulder Vac Commercial Portable Vacuum
1148,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0,2.628,Fasteners,Same Day,48911,Staples
1149,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0,5.8696,Binders,Same Day,48911,Acco Expandable Hanging Binders
1150,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0,0.438,Phones,Same Day,48911,Shocksock Galaxy S4 Armband
1151,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0,209.993,Copiers,Same Day,48911,Brother Dcp1000 Digital 3 In 1 Multifunction Machine
1159,CA-2016-149314,02-07-2016,07-07-2016,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,Chairs,Second Class,90004,Hon Deluxe Fabric Upholstered Stacking Chairs
1162,CA-2014-126522,01-09-2014,05-09-2014,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0,15.6426,Art,Second Class,92025,"Boston Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
1163,CA-2014-127964,03-03-2014,08-03-2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0,4.5954,Phones,Standard Class,10035,Powergen Dual Usb Car Charger
1164,CA-2014-127964,03-03-2014,08-03-2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872,Binders,Standard Class,10035,Ibico Laser Imprintable Binding System Covers
1165,CA-2014-127964,03-03-2014,08-03-2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,Binders,Standard Class,10035,"Cardinal Holdit! Binder Insert Strips,Extra Strips"
1166,CA-2014-117709,04-05-2014,08-05-2014,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0,21.06,Binders,Standard Class,49201,Fellowes Binding Cases
